
현재 판매가격(충전소)

기준일자 : 20170202,,,,,,(단위 : 원/리터)
고유번호,지역,상호,주소,상표,셀프여부,LPG

A0028483,경남 창녕군,광신부곡온천충전소,경남 창녕군 부곡면 부곡로 9 (부곡리),SK에너지,일반,699
A0033049,경남 창녕군,대성종합가스,경상남도 창녕군 대지면 효정직교길 107,자가상표,일반,768
A0027898,경남 고성군,동방LPG충전소,경남 고성군 고성읍 남해안대로 3055,E1,일반,812
A0029426,경남 고성군,금강충전소,경남 고성군 고성읍 남해안대로 2537,SK가스,일반,812
A0029458,경남 고성군,옥수LPG충전소,경남 고성군 회화면 남해안대로 4059,S-OIL,일반,780
A0029621,경남 고성군,(주)대우에너지,경남 고성군 마암면 삼락1길,S-OIL,일반,808
A0029633,경남 고성군,공룡LPG충전소,경상남도 고성군 회화면 남해안대로 4029,현대오일뱅크,일반,780
A0029665,경남 고성군,(주)연합진흥 고성공룡나라(통영)주유소충전소,경상남도 고성군 대가면 통영대전고속도로 29,SK가스,셀프,809
A0029666,경남 고성군,(주)연합진흥 고성(하남)주유소,경상남도 고성군 대가면 통영대전고속도로 32,GS칼텍스,셀프,839
A0029668,경남 고성군,(주)경양LPG(율대충전소),경남 고성군 고성읍 남해안대로 2548,SK에너지,일반,812
A0029701,경남 고성군,고성LPG충전소,경남 고성군 고성읍 상정대로 532-17,GS칼텍스,일반,792
A0029798,경남 남해군,땡큐LPG충전소,경남 남해군 남해읍 남해대로 2624,E1,일반,810
A0029876,경남 남해군,대영LPG충전소,경남 남해군 남해읍 남해대로 2675,E1,일반,810
A0029946,경남 남해군,창선대교LPG충전소,경남 남해군 창선면 동부대로 2902,S-OIL,일반,799
A0030118,경남 남해군,(주)용연남해충전소,경상남도 남해군 고현면 남해대로 3249,E1,일반,804
A0029786,경남 하동군,하동LPG충전소,경상남도 하동군 진교면 경충로 594,SK에너지,일반,806
A0029852,경남 하동군,풍년LPG,경상남도 하동군 하동읍 섬진강대로 2344,E1,일반,799
A0029919,경남 하동군,하동남도LPG충전소,경남 하동군 하동읍 섬진강대로 1728-21,E1,일반,799
A0026688,경남 산청군,(주)은장양촌주유소,경상남도 산청군 오부면 산청대로 22 (외1필지),S-OIL,일반,795
A0029688,경남 산청군,산청에너지산업,경남 산청군 산청읍 산수로 52,SK에너지,일반,808
A0029689,경남 산청군,차탄LPG충전소,경남 산청군 산청읍 산청대로 2150,E1,일반,815
A0029694,경남 산청군,동진가스충전소,경남 산청군 신안면 원지로 78,GS칼텍스,일반,808
A0030119,경남 산청군,(주)대교산청(상)주유소/충전소,경남 산청군 단성면 석대로365번길,SK에너지,셀프,769
A0030184,경남 산청군,(주)대교산청(하)주유소/충전소,경남 산청군 단성면 석대로281번길,현대오일뱅크,셀프,769
A0029296,경남 함양군,함양LPG충전소, 경상남도 함양군 함양읍 고운로 208,E1,일반,817
A0029367,경남 함양군,두성유통(주)함양(하남)주유소,경남 함양군 지곡면 효산길 23-11,SK에너지,일반,845
A0029368,경남 함양군,두성유통(주)함양(통영)주유소,경남 함양군 지곡면 통영대전고속도로 102-1,GS칼텍스,일반,845
A0026863,경남 거창군,거창제일LPG충전소,경상남도 거창군 거창읍 거함대로 3277,S-OIL,일반,817
A0029297,경남 거창군,거창LPG충전소,경상남도 거창군 거창읍 강남로 80,E1,일반,817
A0029328,경남 거창군,(합자)거창에너지,경남 거창군 거창읍 거함대로 3372-67,SK에너지,일반,817
A0029370,경남 거창군,㈜승진에너지거창주유소/충전소, 경상남도 거창군 가조면 가조가야로 1543-81,SK에너지,일반,829
A0029241,경남 합천군,영창가스충전소,경남 합천군 합천읍 대야로 981,GS칼텍스,일반,821
A0029251,경남 합천군,해인사 충전소,경남 합천군 야로면 가야산로 927,자가상표,일반,827
A0027194,부산 서구,(주)신광에너지,부산 서구 충무대로 180 (남부민동),S-OIL,일반,825
A0027251,부산 동구,한국가스산업(주),부산 동구 자성로133번길 39 (범일동),SK에너지,일반,828
A0027255,부산 동구,마라톤가스(주)초량충전소,부산광역시 동구 중앙대로 310 (초량동),GS칼텍스,일반,826
A0027342,부산 동구,개인택시남부LPG충전소,부산광역시 동구 성남로 42 (좌천동),SK가스,일반,823
A0027363,부산 동구,개인택시중앙LPG충전소,부산 동구 중앙대로 334 (초량동),SK에너지,일반,823
A0027376,부산 동구,문화가스,부산광역시 동구 중앙대로 348 (초량동),SK에너지,일반,721
A0027072,부산 영도구,sk부산에너지충전소,부산광역시 영도구  해양로 160 (청학동),SK에너지,일반,821
A0027085,부산 영도구,(주)태종에너지영도충전소,부산광역시 영도구  영선대로 41 (영선동4가),SK가스,일반,823
A0032844,부산 영도구,개인택시영도LPG충전소,부산광역시 영도구 해양로 296,E1,일반,823
A0027836,부산 동래구,(주)삼성에너지,부산 동래구 명륜로 48 (수안동),SK에너지,일반,826
A0031345,부산 남구,광진기업㈜대연영업소, 부산광역시 남구 수영로 212 (대연동),SK에너지,일반,828
A0027519,부산 북구,한국가스산업(주)구포충전소,부산 북구 사상로 619 (구포동),SK가스,일반,818
A0027582,부산 북구,삼보주유소/충전소,부산 북구 만덕대로 331 (만덕동),GS칼텍스,셀프,824
A0027596,부산 북구,개인택시 금곡역충전소,부산광역시 북구 금곡대로 704 (금곡동),E1,일반,823
A0027675,부산 북구,비케이에너지(주)동양가스충전소,부산광역시 북구 금곡대로 103 (덕천동),SK가스,일반,765
A0031316,부산 해운대구,송정LPG충전소, 부산광역시 해운대구 해운대로 1255,E1,일반,810
A0027104,부산 사하구,부산LPG충전소,부산 사하구 장림로 139 (장림동),E1,일반,823
A0027177,부산 사하구,대신석유가스(주)주유소/충전소,부산 사하구 을숙도대로 530 (신평동),GS칼텍스,셀프,801
A0027184,부산 사하구,(주)동영에너지,부산 사하구 감천항로 247 (구평동),SK가스,일반,824
A0027192,부산 사하구,마라톤가스㈜,부산 사하구 을숙도대로 682,GS칼텍스,일반,826
A0027195,부산 사하구,개인택시 사하LPG충전소,부산 사하구 을숙도대로 585  (신평동),E1,일반,823
A0027197,부산 사하구,광진기업주식회사장림영업소,부산광역시 사하구 장림동 510-2,SK에너지,일반,828
A0027231,부산 사하구,(주)신성에너지 은광가스 충전소,부산 사하구 사하로 90 (감천동),SK가스,일반,824
A0027234,부산 사하구,(주)신광에너지장림충전소,부산광역시 사하구  장림로 278 (장림동),S-OIL,일반,825
A0027409,부산 강서구,강서가스 충전소,부산광역시 강서구 낙동북로 175 (대저1동),GS칼텍스,일반,806
A0027427,부산 강서구,신항만에너지,부산 강서구 낙동남로 507 (녹산동),S-OIL,일반,813
A0027458,부산 강서구,가락가스충전소,부산 강서구 호계로 195 (죽동동),E1,일반,814
A0027460,부산 강서구,죽림LPG충전소,부산 강서구 호계로 102 (죽림동),S-OIL,일반,814
A0027463,부산 강서구,부산공항엘리지충전소,부산 강서구 공항로 459 (대저2동),E1,일반,820
A0027499,부산 강서구,명지가스충전소,부산 강서구 낙동남로 862 (명지동),E1,일반,820
A0027514,부산 강서구,신명지에너지,부산광역시 강서구 르노삼성대로 560,E1,일반,820
A0027595,부산 강서구,개인택시 신공항충전소,부산 강서구 대저신덕1길 312 (대저1동),E1,일반,823
A0027697,부산 강서구,(주)삼성에너지 대저충전소,부산광역시 강서구  체육공원로 24 (대저1동),SK가스,일반,814
A0027701,부산 강서구,E1강서LPG충전소,부산 강서구 낙동북로 310 (대저1동),E1,일반,814
A0031967,부산 금정구,신한가스(주),부산 금정구 반송로 494 (금사동),SK에너지,일반,828
A0031972,부산 금정구,(주)신진가스,부산 금정구 반송로 433 (금사동),S-OIL,일반,828
A0027810,부산 연제구,마라톤가스(주) 새동래충전소,부산광역시 연제구  명륜로 15 (거제동),GS칼텍스,일반,826
A0027844,부산 연제구,부산개인택시운송사업조합LPG충전소,부산 연제구 월드컵대로 399 (거제동),E1,일반,823
A0031401,부산 수영구,(주)수영에너지산업,부산 수영구 수영로 749 (수영동),E1,일반,828
A0027580,부산 사상구,팔성가스(주),부산 사상구 가야대로 75 (감전동),GS칼텍스,일반,823
A0027583,부산 사상구,아신산업(주),부산 사상구 낙동대로 935 (감전동),E1,셀프,799
A0027594,부산 사상구,개인택시사상LPG충전소,부산 사상구 장인로78번길 133 (학장동),E1,일반,823
A0027600,부산 사상구,한국가스산업(주)사상영업,부산 사상구 가야대로 157 (감전동),SK에너지,일반,828
A0027659,부산 사상구,(주)성은에너지 제2충전소,부산광역시 사상구  강변대로 412 (엄궁동),GS칼텍스,일반,795
A0027670,부산 사상구,대성산업(주)부산대성충전소,부산광역시 사상구  사상로 339 (덕포동),GS칼텍스,일반,782
A0027681,부산 사상구,(주)용연학장LPG충전소, 부산광역시 사상구 학장로 165,E1,일반,818
A0027687,부산 사상구,마라톤가스주식회사,부산 사상구 낙동대로 1384 (삼락동),GS칼텍스,일반,826
A0027707,부산 사상구,(주)덕양에너지 직영 구덕산충전소,부산광역시 사상구  학감대로 102 (학장동),SK에너지,일반,820
A0031962,부산 사상구,극동유화(주)감전충전소,부산광역시 사상구 낙동대로 878 (감전동),GS칼텍스,일반,802
A0031963,부산 사상구,극동유화(주)주례충전소, 부산광역시 사상구 가야대로 203,현대오일뱅크,일반,802
A0027252,부산 기장군,한국에너지산업(주),부산 기장군 기장읍 기장대로413번길 38,자가상표,일반,699
A0031212,부산 기장군,만화에너지,부산광역시 기장군 기장읍 반송로 1415,GS칼텍스,일반,814
A0031241,부산 기장군,정림에너지,부산 기장군 정관면 신정관로 187,S-OIL,일반,749
A0031262,부산 기장군,마라톤가스(주) 청강충전소,부산광역시 기장군 기장읍 기장대로 333,GS칼텍스,일반,801
A0031412,부산 기장군,선암가스충전소,부산광역시 기장군 장안읍 기장대로 1451,SK가스,일반,699
A0031431,부산 기장군,동양주유소/충전소,부산 기장군 기장읍 기장대로 530,SK에너지,일반,699
A0031796,부산 기장군,곰내터널충전소,부산광역시 기장군 정관면 정관산업로 1143,E1,일반,840
A0031821,부산 기장군,신아시아드주유소/충전소,부산 기장군 일광면 기장대로 996,E1,일반,729
A0031836,부산 기장군,월드컵LPG충전소,부산 기장군 일광면 기장대로 1216,SK가스,일반,697
A0031872,부산 기장군,광신에너지(주)직영정관가스충전소,부산광역시 기장군 정관면 정관로 907,자가상표,일반,699
A0031983,부산 기장군,(주)장안가스충전소/주유소,부산 기장군 장안읍 기장대로 1673,S-OIL,일반,697
A0032000,부산 기장군,개인택시동부산충전소,부산 기장군 철마면 반송로 1022,E1,일반,823
A0032051,부산 기장군,삼성가스충전소,부산광역시 기장군 일광면 기장대로 693,GS칼텍스,일반,729
A0032069,부산 기장군,KH에너지(주)직영 장안상충전소,부산광역시 기장군 장안읍 동해고속도로 26,SK에너지,일반,816
A0032070,부산 기장군,KH에너지(주)직영 장안하충전소,부산광역시 기장군 장안읍 동해고속도로 25,SK에너지,일반,816
A0001863,제주 제주시,제주오케이충전소,제주 제주시 일주서로 7588 (이호이동),SK에너지,일반,836
A0028838,제주 제주시,정우오라LPG충전소,제주특별자치도 제주시  오남로 150 (오라이동),SK가스,일반,834
A0030794,제주 제주시,소명충전소, 제주특별자치도 제주시 한북로 313,SK가스,일반,817
A0030805,제주 제주시,제주가스충전소,제주 제주시 동문로 157 (건입동),SK에너지,일반,834
A0030824,제주 제주시,한마음가스충전소,제주 제주시 간월동로 94 (이도이동),SK에너지,일반,834
A0030839,제주 제주시,연동가스충전소,제주 제주시 과원로 180 (연동),SK가스,일반,840
A0030843,제주 제주시,제주GS충전소,제주특별자치도 제주시 노형로 149 (도평동),GS칼텍스,일반,837
A0030847,제주 제주시,동명가스충전소,제주 제주시 연삼로 804 (화북이동),SK가스,일반,827
A0030899,제주 제주시,삼광충전소,제주특별자치도 제주시  번영로 152 (화북이동),GS칼텍스,일반,833
A0030910,제주 제주시,서울가스충전소,제주 제주시 노형로 283 (노형동),SK에너지,일반,837
A0030921,제주 제주시,제주안전 LPG 충전소,제주 제주시 연삼로 640 (건입동),E1,일반,818
A0031008,제주 제주시,신엄충전소,제주 제주시 애월읍 일주서로 6569,SK에너지,일반,849
A0031026,제주 제주시,굿모닝LPG충전소,제주 제주시 용문로 28 (용담이동),SK가스,일반,1151
A0031030,제주 제주시,함덕lpg충전소,제주특별자치도 제주시 조천읍 신북로 103,SK가스,일반,836
A0031067,제주 제주시,극동충전소,제주특별자치도 제주시  동광로 141 (일도이동),SK에너지,일반,834
A0031076,제주 제주시,한동셀프주유소 한동LPG충전소,제주특별자치도 제주시 구좌읍 일주동로 2761,SK가스,셀프,835
A0031084,제주 제주시,제주공항LPG충전소,제주 제주시 일주서로 7709 (도두일동),E1,일반,835
A0031109,제주 제주시,제주도개인택시LPG충전소,제주 제주시 도공로 141 (도두일동),SK가스,일반,834
A0031111,제주 제주시,제주도개인택시조합 LPG충전소(화북점),제주특별자치도 제주시  일주동로 22 (화북이동),SK에너지,일반,834
A0031137,제주 제주시,늘푸른자동차충전소,제주 제주시 서광로 137 (용담이동),SK에너지,일반,834
A0031151,제주 제주시,(주)천마한림충전소,제주특별자치도 제주시 한림읍 일주서로 5467,SK에너지,일반,836
A0031156,제주 제주시,제주미래에너지 화북충전소,제주특별자치도 제주시  선반남1길 66 (화북일동),SK가스,일반,835
A0031162,제주 제주시,우리비케이에너지,제주특별자치도 제주시 노형로 162,S-OIL,일반,837
A0031163,제주 제주시,탐라가스충전소,제주 제주시 중앙로 335 (이도이동),SK에너지,일반,834
A0002193,제주 서귀포시,성산LPG충전소,제주 서귀포시 성산읍 일주동로 4495,SK가스,일반,846
A0030881,제주 서귀포시,동천가스충전소,제주도 서귀포시 서호동 147-2,SK가스,일반,845
A0030974,제주 서귀포시,동홍충전소,제주특별자치도 서귀포시  중산간동로 7967 (동홍동),GS칼텍스,일반,845
A0030992,제주 서귀포시,모슬포LPG충전소,제주특별자치도 서귀포시 대정읍 일주서로 2556,SK가스,일반,833
A0031004,제주 서귀포시,성산동부가스충전소,제주 서귀포시 성산읍 일주동로 4085,SK가스,일반,846
A0031043,제주 서귀포시,유진가스충전소,제주 서귀포시 표선면 번영로 3239,SK에너지,일반,845
A0031058,제주 서귀포시,안덕하나충전소,제주 서귀포시 안덕면 한창로 178,SK에너지,일반,829
A0031082,제주 서귀포시,서귀포충전소,제주특별자치도 서귀포시  동홍남로 85 (동홍동),SK가스,일반,846
A0031090,제주 서귀포시,(주)한라에너지 한라충전소,제주 서귀포시 일주동로 8281 (신효동),SK에너지,일반,1000
A0031093,제주 서귀포시,주식회사송악,제주 서귀포시 대정읍 일주서로 2184,SK에너지,일반,835
A0031094,제주 서귀포시,중문충전소, 제주특별자치도 서귀포시 일주서로 1120,SK가스,일반,846
A0031130,제주 서귀포시,(주)천마강정충전소,제주 서귀포시 일주서로 77 (강정동),SK에너지,일반,845
A0031147,제주 서귀포시,표선충전소,제주특별자치도 서귀포시 표선면 일주동로 5691,SK가스,일반,846
A0031153,제주 서귀포시,GS서귀포충전소,제주 서귀포시 일주동로 9097,GS칼텍스,일반,845
A0032870,제주 서귀포시,중문관광단지충전소,제주특별자치도 서귀포시 일주서로 1076 (상예동),GS칼텍스,일반,792
A0022901,대구 동구,신대한LPG 제1충전소,대구광역시 동구 동부로 89 (신천동),E1,일반,826
A0022926,대구 동구,팔공산LPG충전소,대구광역시 동구 팔공산로 279 (덕곡동),S-OIL,일반,799
A0023011,대구 동구,율하LPG충전소,대구광역시 동구 안심로 24 (용계동),SK가스,일반,823
A0023066,대구 동구,동도LPG충전소,대구 동구 안심로 32 (용계동),S-OIL,일반,823
A0023083,대구 동구,(주)경북가스,대구 동구 효신로16길 122 (효목동),S-OIL,일반,825
A0023109,대구 동구,달구벌충전소,대구 동구 동촌로 207 (방촌동),SK에너지,일반,824
A0024245,대구 동구,아주LPG충전소,대구 동구 공항로 141 (불로동),SK가스,일반,824
A0023159,대구 서구,청구LPG충전소, 대구광역시 서구 국채보상로 92,E1,일반,826
A0023401,대구 서구,화성가스,대구광역시 서구 와룡로 346 22785화성가스(주) (중리동),S-OIL,일반,825
A0023410,대구 서구,대기에너지주유소/충전소,대구 서구 국채보상로 25 (이현동),GS칼텍스,일반,823
A0023505,대구 서구,서대구IC충전소,대구 서구 북비산로 48 (이현동),SK가스,일반,824
A0026569,대구 서구,신대한 LPG충전소,대구 서구 서대구로 121 (평리동),GS칼텍스,일반,826
A0026710,대구 남구,(주)경북가스남부충전소, 대구광역시 남구 성당로 22,S-OIL,일반,825
A0022778,대구 북구,칠곡IC충전소,대구 북구 매천로 307,현대오일뱅크,일반,819
A0023197,대구 북구,북대구LPG충전소,대구 북구 동북로 3 (산격동),E1,일반,825
A0023596,대구 북구,팔달충전소,대구광역시 북구 칠곡중앙대로 132 (매천동),S-OIL,일반,821
A0023614,대구 북구,서변LPG충전소,대구 북구 호국로 129 (서변동),SK가스,일반,825
A0023646,대구 북구,남경LPG충전소,대구광역시 북구 사수로 406,GS칼텍스,일반,809
A0023701,대구 북구,(주)한신가스,대구 북구 노원로 229 (침산동),SK가스,일반,823
A0023707,대구 북구,(주)대평제2충전소,대구광역시 북구 동북로 212 (복현동),E1,일반,825
A0023708,대구 북구,대구개인택시운송조합4충전소,대구 북구 칠곡중앙대로 736,E1,일반,825
A0023711,대구 북구,흥구석유(주)원대충전소,대구 북구 팔달로 77 (노원동3가),GS칼텍스,일반,820
A0023760,대구 북구,대성산업(주)대성충전소, 대구 북구 침산로 60,GS칼텍스,일반,805
A0033052,대구 북구,(주)금호지구충전소,대구광역시 북구 사수로 432 (금호동),현대오일뱅크,일반,760
A0022848,대구 수성구,동대구가스충전소, 대구광역시 수성구 국채보상로 913,GS칼텍스,일반,825
A0023044,대구 수성구,대공원충전소,대구광역시 수성구  동대구로 255 (범어동),SK에너지,일반,825
A0023080,대구 수성구,동산가스충전소,대구 수성구 동대구로 116 (황금동),S-OIL,일반,825
A0023081,대구 수성구,(주)동일가스,대구 수성구 청수로 1 (중동),SK가스,일반,825
A0023091,대구 수성구,대구개인택시운송사업조합1충전소,대구광역시 수성구 들안로25길 7-1 (중동),GS칼텍스,일반,825
A0028619,대구 수성구,상동엘피지(LPG)충전소,대구 수성구 신천동로 51 (상동),E1,일반,825
A0023298,대구 달서구,대기서남엘피지충전소,대구 달서구 달구벌대로 1631 (감삼동),S-OIL,일반,823
A0023310,대구 달서구,SK대구가스충전소,대구 달서구 두류공원로 127 (성당동),SK에너지,일반,825
A0023356,대구 달서구,남대구IC충전소,대구 달서구 성서공단로 319 (장동),SK가스,일반,824
A0023403,대구 달서구,(주)한성LPG충전소,대구 달서구 성서공단로 346  (월성동),S-OIL,일반,825
A0023420,대구 달서구,대구개인택시운송사업조합2충전소, 대구광역시 달서구 와룡로 159 (감삼동),E1,일반,825
A0023459,대구 달서구,구마충전소(주)대성산업,대구 달서구 구마로 67 (본리동),GS칼텍스,일반,824
A0023472,대구 달서구,계명LPG충전소,대구광역시 달서구 달구벌대로 1250,E1,일반,829
A0026681,대구 달서구,구상에너지(주),대구 달서구 성서4차첨단로 184 (월암동),GS칼텍스,일반,826
A0026683,대구 달서구,(주)대천에너지충전소,대구 달서구 달서대로 109 (대천동),E1,일반,825
A0029242,대구 달서구,대구LPG충전소,대구 달서구 송현로 55 (상인동),E1,일반,825
A0013146,대구 달성군,현풍(하)주유소,대구 달성군 현풍면 현풍중앙로16길 45,SK에너지,셀프,819
A0022794,대구 달성군,옥포LPG충전소,대구 달성군 옥포면 옥포로 354,S-OIL,일반,819
A0026433,대구 달성군,달성엘피지충전소,대구 달성군 현풍면 논공로 48,GS칼텍스,일반,819
A0026461,대구 달성군,현풍제일충전소,대구 달성군 현풍면 논공로 20,S-OIL,일반,824
A0026463,대구 달성군,그린에너지프라자,대구광역시 달성군 논공읍 비슬로 1705,S-OIL,일반,822
A0026486,대구 달성군,홍토주유소/충전소,대구 달성군 논공읍 비슬로 1065,SK에너지,일반,824
A0026513,대구 달성군,(주)씨원 대교LPG충전소,대구광역시 달성군 하빈면달구벌대로2길12,SK가스,일반,807
A0026531,대구 달성군,문산LPG충전소,대구광역시 달성군 다사읍 달구벌대로 432,SK에너지,일반,807
A0026551,대구 달성군,가창엘피지충전소,대구 달성군 가창면 가창로199길 19,S-OIL,일반,805
A0026586,대구 달성군,달성2차주유소/충전소,대구광역시 달성군 구지면 달성2차로 161,현대오일뱅크,일반,815
A0026610,대구 달성군,가람충전소,대구광역시 달성군 현풍면 비슬로 799,E1,일반,824
A0026708,대구 달성군,한국도로공사 현풍(대구)주유소/충전소,대구광역시 달성군 현풍면 비슬로 741,GS칼텍스,셀프,825
A0000897,인천 중구,계동에너지 인천공항점,인천광역시 중구  공항동로465번길 10 (운서동),SK에너지,일반,843
A0001522,인천 중구,서일산업(주)강원가스,인천광역시 중구 연안부두로115번길 20 (항동7가),S-OIL,일반,810
A0003679,인천 중구,SK인천자동차충전소,인천 중구 축항대로87번길 5  (항동7가),SK가스,일반,828
A0001354,인천 동구,송현충전소,인천 동구 중봉대로 93 (송현동),SK가스,일반,785
A0008019,인천 동구,인천개인택시복지제1충전소,인천광역시 동구 방축로157번길 12 (송림동),E1,일반,836
A0001328,인천 남구,도화충전소,인천 남구 경인로 200 (도화동),현대오일뱅크,일반,828
A0001399,인천 남구,송강충전소, 인천광역시 남구 소성로 24,SK에너지,일반,833
A0001423,인천 남구,(주)청양엘피지 신기촌충전소,인천광역시 남구  인하로 277 (주안동),S-OIL,일반,830
A0001426,인천 남구,도화LPG충전소,인천 남구 한나루로 612 (도화동),SK가스,일반,799
A0001544,인천 남구,(주)성림가스충전소,인천 남구 경원대로 928 (주안동),SK가스,일반,785
A0001555,인천 남구,(주)그린가스충전소,인천광역시 남구 아암대로 132,SK에너지,일반,829
A0006240,인천 남구,삼미상사주안역엘피지충전소,인천 남구 주안로 81 (주안동),SK에너지,일반,811
A0000521,인천 부평구,청천LPG충전소,인천광역시 부평구  서달로 339 (청천동),SK에너지,일반,777
A0001659,인천 부평구,부평IC충전소,인천 부평구 부평북로 253 (청천동),SK에너지,일반,797
A0001677,인천 부평구,일신충전소,인천광역시 부평구  경인로1148번길 9 (일신동),SK가스,일반,834
A0001724,인천 부평구,GS부평충전소,인천 부평구 안남로 399,GS칼텍스,일반,834
A0001742,인천 부평구,부평충전소,인천 부평구 안남로 421  (청천동),SK에너지,일반,834
A0001760,인천 부평구,(주)대지가스삼산충전소,인천 부평구 평천로 524 (삼산동),E1,일반,834
A0001766,인천 부평구,개인택시 제2복지충전소,인천광역시 부평구  마장로 482 (청천동),E1,일반,836
A0001801,인천 부평구,수도석유(주)십정충전소,인천 부평구 백범로 563 (십정동),S-OIL,일반,835
A0001811,인천 부평구,다원에프엔씨 주식회사(송내가스),인천광역시 부평구  경인로 1196 (구산동),현대오일뱅크,일반,799
A0001819,인천 부평구,주식회사 토우,인천광역시 부평구 부평북로 273(갈산동),E1,일반,834
A0007880,인천 부평구,부평LPG충전소,인천광역시 부평구  부평대로 216 (갈산동),E1,일반,833
A0010266,인천 부평구,㈜태보에너지 송내I.C충전소,인천 부평구 경인로 1180 (일신동),S-OIL,일반,779
A0001588,인천 서구,청라충전소,인천 서구 중봉대로 148 (가좌동),GS칼텍스,일반,809
A0007618,인천 서구,백범가좌충전소,인천광역시 서구  백범로 626 (가좌동),GS칼텍스,일반,833
A0007648,인천 서구,유인가스충전소,인천광역시 서구 중봉대로 750 (경서동),SK에너지,일반,783
A0007677,인천 서구,경서LPG충전소,인천광역시 서구  중봉대로 777 (경서동),GS칼텍스,일반,783
A0007707,인천 서구,우리에너지충전소,인천 서구 봉수대로 1539 (금곡동),E1,일반,705
A0007720,인천 서구,태양LPG충전소,인천광역시 서구  봉수대로 258 (가좌동),SK에너지,일반,778
A0007722,인천 서구,천일충전소,인천 서구 봉수대로 1156 (백석동),E1,일반,739
A0007795,인천 서구,불로LPG충전소,인천광역시 서구 불로로 10 (불로동),E1,일반,734
A0007797,인천 서구,원당에너지주유소,인천 서구 원당대로 1025,SK에너지,일반,707
A0007839,인천 서구,점보가스충전소,인천 서구 백범로718번길 33 (가좌동),SK에너지,일반,811
A0007940,인천 서구,가좌IC오렌지충전소,인천광역시 서구 백범로 845 (가좌동),E1,일반,834
A0007946,인천 서구,주식회사 지가스,인천광역시 서구  원당대로 556 (왕길동),E1,일반,710
A0007962,인천 서구,SK서인천충전소,인천 서구 건지로 101 (석남동),SK에너지,일반,803
A0007963,인천 서구,(주)그린에너지 대화충전소, 인천광역시 서구 봉수대로 1308,SK가스,일반,708
A0007977,인천 서구,서울가스(주),인천 서구 가남로 107 (가좌동),GS칼텍스,일반,813
A0008064,인천 서구,주식회사 이대일 지점,인천 서구 봉수대로 203 (가좌동),SK에너지,일반,831
A0008080,인천 서구,수도석유(주)대지충전소,인천 서구 방축로 345,S-OIL,일반,835
A0008083,인천 서구,금곡가스프라자,인천광역시 서구  봉수대로 1497 (금곡동),S-OIL,일반,685
A0008101,인천 서구,서인천LPG충전소,인천광역시 서구  경명대로 442 (경서동),E1,일반,825
A0032936,인천 서구,청라에너지,인천광역시 서구  봉수대로 690 (연희동) 청라에너지,SK가스,셀프,783
A0006170,인천 남동구,남동충전소,인천광역시 남동구 비류대로 708 (남촌동),GS칼텍스,일반,836
A0006208,인천 남동구,스마일충전소,인천광역시 남동구  염전로 403 (간석동),현대오일뱅크,일반,835
A0006288,인천 남동구,주식회사 가스코,인천 남동구 백범로 409 (간석동),현대오일뱅크,일반,814
A0006297,인천 남동구,(주)남동가스충전소,인천광역시 남동구  남동대로 626 (구월동),현대오일뱅크,일반,835
A0007564,인천 남동구,대공원충전소,인천광역시 남동구 인주대로 1072 (서창동),SK에너지,일반,834
A0007684,인천 남동구,신일에너지(주),인천광역시 남동구  청능대로468번길 1 (고잔동),SK가스,일반,836
A0008257,인천 남동구,(자)한성가스,인천 남동구 석정로 495 (간석동),SK에너지,일반,835
A0008258,인천 남동구,칠성가스(자), 인천광역시 남동구 석정로 524,현대오일뱅크,일반,835
A0032927,인천 연수구,인천터미널충전소,인천광역시 연수구 매소홀로 730 (선학동),SK가스,일반,835
A0033108,인천 연수구,송도충전소,인천광역시 연수구  아암대로 823 (동춘동),SK가스,일반,830
A0001668,인천 계양구,계양에너지,인천 계양구 벌말로 342 (동양동),SK에너지,일반,801
A0001709,인천 계양구,sk장기충전소,인천광역시 계양구  드림로 932 (장기동),SK가스,일반,710
A0001725,인천 계양구,협진충전소,인천광역시 계양구  아나지로 275 (작전동),SK가스,일반,802
A0001743,인천 계양구,인천갈현LPG충전소,인천광역시 계양구  드림로 861 (갈현동),S-OIL,일반,710
A0005069,인천 계양구,서운가스충전소,인천 계양구 봉오대로 934 (서운동),GS칼텍스,일반,831
A0007822,인천 강화군,강화에너지,인천광역시 강화군 강화읍 중앙로 67,S-OIL,일반,817
A0007996,인천 강화군,삼영에너지(주),인천 강화군 강화읍 강화대로 288,SK에너지,일반,827
A0006965,광주 동구,동부충전소,광주 동구 남문로 615 (용산동),SK가스,일반,734
A0019438,광주 동구,예경LPG충전소(H),광주광역시 동구 남문로 148,현대오일뱅크,일반,783
A0019693,광주 동구,(주)대창석유직영주남충전소,광주광역시 동구  남문로 397 (월남동),SK에너지,일반,744
A0020401,광주 서구,풍암LPG충전소,광주광역시 서구  회재로 766 (매월동),E1,일반,779
A0020486,광주 서구,(유)청기와가스충전소,광주 서구 내방로 363 (화정동),GS칼텍스,일반,894
A0020615,광주 서구,주식회사대동가스,광주광역시 서구 회재로 779 (매월동),GS칼텍스,일반,779
A0020624,광주 서구,대양케미칼,광주 서구 풍서좌로 255 (세하동),S-OIL,일반,828
A0020697,광주 서구,목포도시가스(주)MC에너지,광주광역시 서구 운천로 163,현대오일뱅크,일반,778
A0019905,광주 북구,미래LPG충전소,광주광역시 북구 임방울대로 983,SK가스,일반,760
